 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,303.233,110.977,24.178,66,194,67.274,109
2,366.434,127.479,26.135,62,225,73.646,127
3,330.046,114.903,22.351,55,187,71.470,114
4,273.868,109.782,18.105,66,176,63.758,109
5,229.181,119.249,26.815,56,220,56.941,121
6,344.090,117.295,21.066,69,205,74.502,115
7,320.789,105.528,21.297,50,176,70.846,106
8,263.334,107.172,27.307,61,210,62.754,100
9,327.492,103.965,21.885,50,176,73.494,105
10,257.589,114.038,35.638,55,230,63.000,107
11,399.949,118.223,26.370,57,191,80.105,117
12,433.783,100.937,15.019,52,150,86.670,100
13,300.041,122.191,35.951,54,199,64.027,118
14,328.450,114.419,24.422,59,188,71.879,113
15,339.621,133.829,31.169,59,220,70.539,137
16,442.721,118.743,26.352,53,194,77.116,116
17,339.941,122.610,24.630,59,198,70.028,125
18,288.231,127.835,20.001,88,203,67.403,125
19,314.086,126.322,20.836,85,192,72.637,123
20,299.084,107.799,22.342,51,185,67.461,107
21,203.645,106.716,25.201,46,173,54.551,107
22,227.904,105.734,20.868,51,177,57.268,106
23,211.625,130.380,30.313,62,225,57.785,129
24,301.957,116.643,18.989,70,175,72.066,118
25,221.520,117.017,19.216,70,160,57.183,118
26,225.350,135.758,33.017,64,228,58.301,139
27,314.086,126.506,22.746,66,189,67.610,126
28,432.187,114.540,25.351,46,183,78.143,116
29,278.017,108.408,19.287,51,158,63.366,111
30,303.233,105.533,30.063,41,190,66.532,105
