 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,521.380,85.704,8.567,64,108,92.145,85
2,565.296,99.055,6.926,73,116,98.974,99
3,450.058,103.270,18.522,70,146,86.099,99
4,817.566,95.550,8.452,72,136,111.882,95
5,603.929,97.966,7.972,46,129,93.734,97
6,726.762,105.732,11.197,72,136,111.946,107
7,583.787,101.493,10.028,74,124,98.582,102
8,490.672,90.639,6.356,72,112,90.981,90
9,725.772,104.482,9.926,72,130,107.928,105
10,404.491,103.300,9.259,79,124,80.045,104
11,581.146,89.939,10.559,55,121,106.811,91
12,480.436,99.718,9.113,68,122,86.217,101
13,592.372,92.732,8.982,62,119,97.631,93
14,688.129,86.860,9.491,62,111,100.522,86
15,411.425,92.933,10.035,61,114,75.246,95
16,885.587,86.711,13.847,53,123,129.586,86
17,636.619,118.369,14.971,64,146,99.779,120
18,563.645,102.155,11.796,68,122,100.712,104
19,445.765,98.610,8.077,68,117,83.439,99
20,412.415,103.003,13.261,74,130,77.749,102
21,587.750,104.928,8.596,78,125,89.621,106
22,580.816,129.101,13.649,92,163,98.763,132
23,448.077,126.592,18.129,81,163,89.453,128
24,435.199,112.590,16.322,73,148,81.334,113
25,663.035,98.620,10.530,65,124,109.436,99
26,652.798,104.589,13.074,65,135,109.320,104
27,428.595,87.101,7.512,66,107,78.899,88
28,751.197,83.454,9.784,53,106,127.150,84
29,442.793,71.145,7.069,44,91,87.074,71
30,386.000,70.412,6.429,42,83,83.447,71
