 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,580.931,91.454,13.999,63,151,90.708,90
2,663.922,103.031,15.447,71,192,99.421,102
3,595.295,119.145,14.528,83,177,91.588,119
4,368.030,112.380,14.477,79,167,75.433,111
5,681.158,109.097,18.309,68,174,95.871,107
6,526.030,117.492,17.440,73,195,89.816,118
7,462.192,88.202,15.430,50,140,83.398,88
8,829.902,99.248,11.278,66,141,119.325,99
9,512.624,81.862,11.111,48,128,92.538,81
10,646.366,80.530,13.375,51,123,94.258,80
11,780.746,78.867,13.600,40,121,112.205,78
12,934.597,78.225,12.351,44,115,116.479,79
13,657.219,75.320,9.770,47,119,96.222,74
14,861.502,79.172,12.084,44,115,107.593,80
15,731.271,79.627,13.603,46,121,107.184,79
16,844.585,79.619,13.090,43,118,117.231,80
17,918.957,93.284,12.636,58,135,111.014,94
18,746.273,101.498,17.766,55,169,105.083,101
19,862.141,88.127,17.028,50,151,122.809,86
20,760.318,75.441,10.346,44,110,104.078,76
21,535.606,91.453,12.516,60,146,89.476,90
22,476.874,103.337,10.762,76,135,81.996,103
23,443.359,114.040,14.912,77,175,82.809,113
24,546.459,92.055,10.435,62,133,87.426,91
25,518.370,101.172,14.377,67,186,89.364,100
26,481.024,90.558,15.161,60,144,91.430,88
