 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,965.164,154.095,11.722,116,180,120.253,154
2,646.194,125.808,8.610,103,144,102.179,127
3,1024.269,122.813,8.753,93,144,120.368,123
4,921.248,93.729,6.857,70,110,125.801,95
5,957.570,112.438,10.539,84,138,126.760,111
6,825.821,114.580,8.098,91,132,115.719,116
7,889.549,94.330,5.429,80,108,122.738,94
8,829.454,123.986,15.211,90,162,112.702,123
9,609.543,118.320,5.808,103,135,99.695,119
10,832.095,129.225,8.320,105,155,112.073,129
11,698.035,163.976,13.673,130,196,105.324,165
12,836.057,118.038,10.864,84,144,119.851,118
13,660.723,125.819,8.576,102,144,103.593,127
14,557.702,124.215,8.724,91,144,94.295,125
15,707.611,109.322,8.457,82,127,101.720,111
16,733.366,81.487,7.594,60,99,125.457,82
17,795.113,115.594,8.830,83,134,108.766,117
18,911.672,169.302,8.676,143,192,116.171,169
19,1145.782,114.727,9.097,85,138,149.859,114
20,665.676,137.193,12.060,105,165,102.029,139
21,693.082,96.165,10.221,76,121,112.142,93
22,633.977,82.424,7.267,60,99,120.361,83
23,611.854,91.934,4.689,79,106,94.354,92
24,523.692,128.718,12.899,94,154,98.177,130
25,651.478,95.588,5.904,80,110,105.629,96
26,760.773,138.293,16.423,105,174,114.390,137
27,630.345,124.367,6.338,101,138,94.443,125
28,342.744,116.774,5.139,97,130,73.116,117
29,636.619,99.672,4.731,86,112,94.584,100
30,547.466,103.227,4.730,87,114,90.356,104
