 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,5703.027,123.718,20.337,73,207,320.748,125
2,7903.158,110.668,20.477,47,199,401.072,110
3,5155.830,141.871,23.598,72,219,343.142,143
4,6678.011,119.632,18.392,56,203,413.117,120
5,8916.353,127.586,22.425,58,219,451.166,132
6,7836.587,115.360,22.352,48,207,457.315,119
7,6913.846,98.553,22.494,31,187,442.107,96
8,7849.424,106.590,25.017,27,186,503.215,110
9,13013.613,143.688,14.898,85,214,552.049,145
10,8270.046,136.932,15.055,79,214,448.735,139
11,8083.169,130.329,17.828,76,197,426.098,132
12,10677.951,127.736,16.714,77,211,491.931,129
13,10260.314,141.568,20.461,69,225,507.610,144
14,7214.162,130.442,15.170,72,213,400.469,132
15,8770.374,112.740,20.402,43,193,454.992,116
16,9206.818,105.470,17.083,49,188,506.367,106
17,7590.901,132.981,19.391,59,221,359.937,135
18,11624.873,120.237,22.638,44,223,496.464,123
19,6255.597,130.023,23.094,55,223,325.550,133
20,6673.234,114.967,22.226,46,199,404.946,118
21,15124.784,140.149,21.502,59,231,642.687,143
22,9882.680,127.577,18.720,59,216,538.526,129
23,11361.872,139.355,22.014,62,231,501.699,141
24,16200.669,139.336,21.779,53,231,632.458,142
25,12436.563,132.428,17.790,64,229,652.050,132
26,9318.168,126.696,17.305,61,218,472.880,128
27,8739.626,91.991,17.382,52,167,374.535,88
28,21400.084,119.763,17.527,48,196,630.005,121
29,11472.924,115.859,19.492,38,193,515.712,118
30,14521.165,92.010,19.150,37,180,661.462,93
31,7037.734,115.135,12.990,65,165,474.728,117
32,10588.692,110.489,11.677,55,160,628.463,111
33,9833.721,107.463,11.603,44,150,414.646,109
