 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,515.990,135.186,8.433,108,154,84.889,136
2,769.208,135.382,7.924,110,156,104.335,136
3,675.744,109.453,19.033,64,150,95.582,110
4,832.214,132.153,10.018,98,158,106.699,132
5,598.704,161.831,12.175,125,191,89.684,162
6,756.069,76.305,9.240,54,108,100.921,76
7,724.417,102.021,12.092,69,128,97.359,104
8,410.881,109.480,10.015,81,136,76.833,107
9,599.898,108.654,8.520,77,130,90.689,110
10,704.112,125.120,6.324,103,141,100.033,126
11,593.329,61.674,8.161,44,89,90.087,61
12,899.101,94.217,11.928,58,121,113.547,97
13,538.386,114.454,18.068,71,154,85.428,115
14,411.777,85.806,8.745,64,108,84.569,84
15,987.190,124.894,8.062,92,144,132.445,126
16,792.798,67.893,4.604,54,84,105.858,67
17,653.647,63.356,3.301,54,80,97.390,63
18,613.634,131.451,8.999,109,154,96.155,130
19,772.492,146.907,9.086,115,165,113.949,148
20,737.854,106.388,6.214,85,122,106.843,107
21,1079.758,91.203,7.658,70,113,121.837,91
22,795.186,119.775,12.022,86,148,127.074,123
23,464.630,117.907,9.850,93,142,98.545,120
24,464.332,117.061,8.318,93,137,81.163,118
25,926.872,103.785,6.007,83,119,116.177,105
26,504.345,96.763,6.338,82,114,85.490,97
27,850.130,111.247,3.875,98,124,115.789,112
28,701.424,122.283,10.717,98,148,101.128,121
29,965.392,111.837,9.363,89,143,121.113,112
30,659.321,135.796,9.230,108,153,95.750,138
