 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,607.364,128.360,12.092,98,154,95.767,129
2,754.875,110.503,7.145,96,130,119.311,109
3,403.715,142.499,11.579,103,165,81.088,143
4,411.180,135.176,9.929,110,151,75.945,137
5,594.822,97.248,4.928,82,109,92.885,98
6,521.365,137.293,9.755,102,156,91.456,139
7,714.563,130.164,16.509,67,156,106.652,134
8,716.952,116.124,8.035,88,137,109.020,117
9,1010.780,146.303,8.077,120,168,122.325,147
10,966.885,95.174,13.840,65,128,132.491,93
11,384.007,138.851,8.017,108,153,85.812,141
12,1131.715,131.633,6.415,111,151,123.481,132
13,630.058,115.494,8.445,91,133,95.622,116
14,394.756,131.223,14.954,95,161,74.594,132
15,513.303,129.494,20.692,75,170,85.816,131
16,872.525,148.685,10.264,122,171,120.006,150
17,569.739,127.167,7.670,101,146,92.265,127
18,1009.884,120.691,5.740,104,137,119.755,121
19,534.504,146.830,7.705,127,167,92.065,147
20,657.231,66.295,13.765,41,108,105.277,64
21,567.052,121.570,10.743,82,143,91.568,122
22,518.976,118.547,8.960,86,137,83.049,120
23,596.614,92.762,13.522,66,128,94.040,91
24,485.831,117.862,6.652,99,134,85.631,118
25,469.408,139.976,8.736,116,158,87.752,140
26,813.401,99.235,28.743,41,153,106.759,99
27,307.564,122.034,10.518,90,143,73.509,123
28,942.996,139.960,10.447,106,164,125.416,141
29,849.533,106.198,11.639,75,138,112.491,106
30,1070.202,114.035,7.394,87,143,125.792,113
