 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,3340.052,149.755,14.168,99,208,236.919,150
2,4813.695,128.430,15.821,77,189,285.221,128
3,5703.928,150.221,18.585,80,251,333.571,150
4,2975.561,104.716,11.888,63,165,214.837,105
5,3763.892,156.148,18.162,102,226,271.094,158
6,3942.499,146.037,17.189,100,235,262.625,144
7,2632.905,138.914,13.166,97,199,232.236,138
8,2844.265,135.031,12.808,93,193,227.963,134
9,4111.587,131.123,14.365,80,190,265.777,131
10,3672.909,141.857,10.694,101,194,248.314,142
11,2789.676,127.120,14.822,71,193,211.673,128
12,3031.270,135.623,15.452,88,208,220.754,135
13,4359.060,170.390,21.551,78,255,279.795,172
14,4300.551,155.241,18.305,106,230,259.430,155
15,2947.846,145.828,11.165,101,197,214.215,147
16,3183.282,80.240,7.440,59,116,273.742,79
17,3076.902,85.086,9.482,61,129,227.063,86
18,4458.442,71.016,4.646,51,102,304.407,71
19,4357.101,147.608,13.592,110,231,253.729,146
20,3433.554,151.319,12.815,115,207,252.731,151
21,4226.645,116.202,12.982,85,169,316.640,115
22,3364.967,118.810,6.428,94,153,233.688,119
23,2415.106,141.789,13.787,105,196,204.536,141
24,2802.273,148.245,11.607,108,209,248.499,148
25,2371.434,135.401,9.300,98,162,229.573,136
26,3718.261,88.603,5.242,67,112,258.934,89
27,3795.806,121.848,11.643,75,174,263.912,122
28,2924.050,118.865,10.532,83,154,207.591,120
29,3821.562,123.711,10.515,85,159,263.411,124
30,3464.629,78.297,11.127,52,124,218.860,77
31,3293.861,104.110,9.558,78,144,218.463,104
32,1570.785,94.425,8.752,71,124,159.296,94
33,2944.486,125.387,15.557,75,173,237.149,126
34,2733.406,138.376,10.668,101,180,202.402,138
35,2152.235,132.656,11.543,93,187,180.294,133
36,1851.852,102.593,9.024,74,137,187.015,103
