 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,657.421,152.839,9.943,124,177,103.998,154
2,739.640,163.240,11.144,128,184,120.329,165
3,665.016,147.836,9.010,118,169,103.514,149
4,519.729,158.030,7.266,115,174,89.749,158
5,761.103,129.602,10.731,102,157,106.663,128
6,666.336,149.310,8.964,117,170,129.735,150
7,633.647,147.347,10.960,111,173,99.072,147
8,649.166,168.098,9.840,125,186,113.560,170
9,838.039,128.122,6.640,102,147,127.953,129
10,602.939,131.831,7.147,106,150,95.032,132
11,556.711,133.150,8.780,105,151,100.252,134
12,802.377,120.569,6.619,104,135,104.906,121
13,694.733,145.049,8.546,121,164,112.499,146
14,773.981,150.465,6.416,131,166,113.943,151
15,792.802,144.952,8.711,121,163,111.030,146
16,709.262,132.966,5.862,117,148,109.047,133
17,441.142,147.983,4.888,133,160,83.539,148
18,520.390,153.458,9.110,124,181,104.947,153
19,564.636,139.680,8.608,114,160,101.473,141
20,302.130,162.880,6.846,142,177,73.666,163
21,907.710,161.256,9.183,136,182,142.385,162
22,363.877,170.096,5.934,154,183,76.907,171
23,781.905,169.718,6.085,150,182,117.517,171
24,355.622,166.790,5.830,149,178,76.940,168
25,323.262,170.342,7.347,152,187,68.116,169
26,324.583,171.669,11.706,137,189,68.660,174
27,395.245,169.249,9.173,147,189,77.440,169
28,322.272,153.778,5.791,137,168,72.128,154
29,696.054,139.730,9.257,110,162,122.096,140
30,465.907,126.639,5.671,111,138,92.308,128
