 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,485.493,111.790,11.857,84,155,81.486,112
2,468.575,114.992,11.627,83,160,80.759,114
3,376.648,111.825,12.584,88,167,82.334,111
4,434.422,113.289,13.703,86,171,82.306,111
5,503.048,110.129,12.278,81,162,87.004,109
6,516.454,128.222,18.387,87,206,88.818,129
7,639.663,120.916,14.331,84,171,95.036,120
8,567.844,124.913,16.490,92,198,92.759,124
9,463.149,120.127,13.084,88,155,88.990,122
10,409.525,123.959,16.981,86,175,81.183,126
11,543.586,120.437,14.492,85,172,88.614,120
12,454.212,113.392,9.548,86,144,81.846,113
13,312.171,107.483,12.737,82,150,75.372,107
14,511.347,120.291,11.589,84,149,90.598,122
15,330.046,130.747,14.327,93,173,75.340,131
16,329.088,104.695,11.597,79,135,74.164,104
17,416.228,106.275,7.003,87,130,78.871,107
18,611.893,107.123,7.641,83,137,92.413,107
19,343.133,94.300,6.793,76,116,74.458,94
20,213.540,107.508,9.523,83,141,61.477,108
21,557.311,103.572,9.801,80,140,93.376,103
22,694.883,80.983,4.269,70,94,99.510,81
23,275.783,90.719,5.365,76,110,66.157,91
24,247.375,90.825,5.142,76,103,67.232,91
25,403.141,97.707,8.579,77,126,74.778,100
