 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,1028.704,88.209,9.464,58,129,122.490,89
2,1267.593,127.893,29.246,56,232,137.119,127
3,984.877,89.015,9.016,62,123,116.375,89
4,1379.938,108.401,17.138,69,203,141.375,107
5,1307.099,107.785,17.341,57,210,138.594,107
6,962.963,110.184,17.321,75,215,116.770,108
7,1750.617,53.797,6.046,34,106,155.176,54
8,1632.099,61.255,12.509,33,96,155.575,61
9,909.877,108.163,25.789,61,211,115.281,104
10,797.840,127.921,29.786,63,206,107.622,124
11,1279.938,103.300,15.733,62,204,136.882,101
12,924.074,123.721,20.769,81,202,112.776,120
13,1084.568,66.656,14.044,33,107,143.334,67
14,1057.716,59.754,10.030,32,106,129.760,60
15,1379.321,114.471,24.226,63,204,149.870,111
