 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,241.948,109.541,20.497,64,168,58.391,111
2,451.977,114.273,19.047,71,189,90.329,112
3,332.280,116.802,19.133,69,188,73.052,115
4,228.542,99.792,16.657,62,141,58.917,100
5,254.397,103.753,20.467,60,153,60.929,103
6,369.626,106.215,19.173,63,170,73.726,106
7,193.750,99.297,12.366,70,153,53.918,98
8,189.920,97.264,15.204,58,142,55.814,97
9,219.286,108.249,22.352,57,159,57.693,113
10,415.589,98.977,19.395,63,175,80.691,96
11,311.532,115.548,18.639,69,174,73.041,115
12,403.460,102.001,14.613,65,162,87.756,101
13,447.828,102.959,12.353,67,152,84.934,102
14,480.386,104.312,21.080,54,186,93.110,105
15,318.555,109.277,19.790,61,169,69.273,109
16,271.314,120.631,24.365,69,192,67.956,121
17,350.155,108.661,20.667,66,201,79.142,108
18,162.150,102.768,18.871,63,153,50.247,100
19,265.888,108.352,17.614,62,163,70.340,108
20,180.982,115.665,27.956,67,211,54.256,114
21,210.987,117.157,22.867,65,182,55.071,116
22,255.354,114.272,24.831,59,204,63.402,111
23,356.539,109.870,24.487,54,212,72.557,109
24,320.470,107.798,22.746,55,183,71.534,107
25,430.911,105.029,11.522,72,151,83.616,104
26,322.704,107.594,18.129,63,146,72.037,109
27,257.589,109.642,22.827,56,167,61.540,111
28,233.011,110.297,27.982,64,193,58.912,108
29,149.702,110.932,23.400,57,172,49.529,111
30,394.523,118.347,28.963,61,203,79.947,117
