 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,4729.862,94.236,33.832,10,255,347.643,87
2,4674.129,93.190,34.438,6,255,353.717,86
3,3766.356,90.668,33.088,6,255,285.695,84
