 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,663.922,96.883,11.555,69,146,97.404,96
2,577.739,88.063,8.966,61,130,89.489,88
3,558.269,86.302,9.535,57,126,89.046,86
4,528.903,83.466,8.599,62,115,90.836,83
5,478.470,115.208,13.990,78,174,82.931,116
6,404.418,110.267,12.022,83,153,75.049,109
7,365.476,115.966,13.432,92,159,74.043,114
8,458.361,112.970,11.032,92,157,81.138,112
9,388.458,89.291,10.923,65,128,75.771,87
10,257.908,109.246,12.286,80,139,61.940,110
11,449.743,98.193,9.886,74,136,77.855,97
12,547.097,112.821,15.302,78,176,88.001,111
13,428.038,113.966,12.212,83,151,79.809,113
14,541.990,109.784,12.028,79,169,85.909,110
15,320.470,120.348,12.217,91,172,66.516,119
16,366.434,114.600,10.281,86,163,74.492,115
17,333.557,113.463,14.299,77,161,67.129,112
18,520.285,119.461,16.049,81,194,83.494,118
19,244.502,114.719,12.815,85,157,60.018,115
20,237.480,110.738,14.938,71,155,63.062,111
21,372.818,86.697,11.562,48,122,73.565,87
22,487.727,89.149,8.874,69,127,81.331,88
23,287.274,95.952,10.549,74,139,63.050,95
24,352.389,94.849,8.652,73,125,76.139,94
25,347.920,98.535,13.272,71,146,73.105,97
