 ,Area,Mean,StdDev,Perim.,Median
1,639.538,96.229,35.403,167.277,91
2,682.632,91.887,34.669,184.975,87
3,1392.842,94.860,35.628,205.581,90
4,482.863,101.763,37.774,107.902,96
5,1454.099,102.051,39.232,251.467,96
6,1845.185,100.976,37.979,276.521,95
7,2086.489,107.924,41.220,283.577,101
8,1314.500,101.481,43.487,198.260,93
