 ,Area,Mean,StdDev,Perim.,Median
1,1729.949,94.714,31.352,196.113,89
2,1642.322,98.288,33.894,168.395,92
3,2841.106,95.833,31.041,238.748,91
4,1879.355,97.112,36.626,187.160,89
5,978.853,97.937,40.307,125.819,89
