 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,5912.293,129.972,14.617,75,205,355.666,130
2,16067.825,115.328,14.881,58,221,686.912,115
3,9156.069,119.836,15.768,57,204,485.606,121
4,6447.251,106.949,16.642,69,184,397.290,106
5,7078.035,108.277,16.618,57,202,413.233,109
6,12459.848,124.223,15.795,68,222,584.092,124
7,9369.813,119.443,16.128,67,212,466.838,119
8,9802.973,123.927,15.616,74,193,431.187,123
9,6637.710,122.032,13.920,76,214,405.362,121
10,10092.244,127.129,15.997,74,208,494.946,126
11,17618.067,130.440,22.261,47,232,673.935,131
12,6039.465,122.353,18.873,50,227,301.580,122
13,12224.312,110.815,15.096,53,199,503.803,111
14,9468.326,112.568,14.234,64,180,443.999,113
15,7556.571,128.288,22.721,47,224,379.197,130
16,9329.512,123.516,20.782,56,210,455.862,126
17,8750.672,125.626,20.856,49,200,406.652,126
18,7666.428,102.441,11.340,67,197,392.245,101
19,12790.614,73.377,8.956,42,133,484.073,73
20,14018.449,114.270,16.585,42,216,560.424,114
21,14331.303,96.176,15.310,50,182,548.897,95
22,12715.386,103.461,12.927,49,220,508.238,103
23,10523.613,96.913,10.335,57,186,479.493,97
24,15335.542,127.366,16.039,57,230,571.392,128
25,7614.186,116.834,15.037,64,202,411.632,116
26,9890.740,126.888,21.848,56,222,421.697,129
27,8091.229,120.574,19.714,53,227,415.799,121
28,9057.556,128.555,18.126,61,236,442.883,128
29,12315.064,122.865,16.860,55,209,476.930,123
30,7550.600,111.246,12.125,67,192,401.285,112
31,11256.194,132.665,17.373,68,224,544.323,133
32,10719.744,98.756,17.531,63,207,508.835,94
33,9560.869,120.620,13.369,79,194,441.486,120
34,9765.658,132.211,19.600,75,232,487.958,132
35,5849.304,144.446,21.583,74,237,313.562,145
36,11884.292,140.915,20.424,76,226,509.287,141
37,11330.826,153.213,22.967,83,239,439.942,153
38,13121.380,128.902,12.668,83,205,648.078,129
39,7758.672,118.077,9.677,72,163,420.035,117
40,7370.888,117.645,11.485,73,200,445.073,118
