 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,1036.365,113.088,11.216,80,162,148.575,113
2,957.700,106.247,12.693,71,158,140.851,106
3,942.303,113.250,11.263,80,162,140.521,114
4,773.495,119.718,15.471,69,168,116.576,119
5,599.367,90.381,14.261,55,139,117.737,89
6,447.916,97.279,15.510,62,155,90.195,95
7,682.232,107.507,6.534,86,141,114.667,107
8,782.453,125.999,11.801,89,167,118.430,126
9,1275.720,108.808,8.315,76,147,137.740,109
10,922.147,103.747,6.896,83,131,136.800,104
11,1362.504,97.815,6.664,77,124,159.735,97
12,761.737,123.708,14.459,87,173,108.498,124
13,1095.154,143.223,10.828,102,169,138.047,145
14,457.154,139.319,11.406,103,171,81.178,140
15,670.754,123.693,11.455,91,158,99.301,123
16,751.659,123.368,10.185,90,155,130.405,124
17,1070.799,121.965,9.442,97,158,134.398,122
18,823.045,150.829,9.135,122,183,114.358,151
19,759.777,129.118,8.018,106,159,121.007,130
20,777.134,127.482,8.642,106,153,108.700,128
21,727.023,124.544,10.224,92,163,114.541,124
22,379.889,129.699,7.301,107,156,76.897,130
23,824.165,128.865,7.862,106,159,128.832,129
24,638.280,118.987,8.408,95,148,109.329,119
25,605.246,85.840,10.573,61,138,95.927,86
26,700.428,99.020,12.081,66,143,101.813,99
27,1053.722,104.378,12.295,66,146,127.993,104
28,1050.363,118.784,16.335,78,183,133.783,117
29,1512.556,105.371,11.264,65,147,153.390,106
30,932.505,116.871,14.694,68,161,114.167,118
31,1526.273,116.825,15.425,68,168,148.061,116
32,630.721,86.611,8.518,65,118,96.645,87
33,1013.130,112.460,11.129,79,150,128.637,114
34,1023.208,106.061,9.005,79,144,123.643,106
35,1289.158,97.913,6.563,75,124,136.363,98
36,704.068,102.441,9.482,66,130,98.134,103
