 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,496.664,87.693,15.553,52,141,84.697,88
2,451.977,80.908,14.378,47,136,80.983,80
3,672.540,91.579,10.823,66,130,102.997,91
4,362.603,102.899,13.209,73,148,71.257,102
5,507.198,117.663,14.694,80,180,83.656,117
6,329.726,120.797,18.786,69,163,66.836,122
7,725.526,79.508,12.177,48,120,104.593,79
8,420.377,76.635,13.061,47,120,78.260,76
9,584.123,90.397,15.714,53,137,90.259,91
10,310.575,116.226,28.691,52,177,67.538,117
11,594.018,101.202,11.108,69,162,96.021,100
12,448.466,81.671,8.191,60,108,86.616,82
13,368.349,99.274,10.554,71,137,75.512,99
14,298.765,104.368,12.010,78,146,68.290,102
15,565.291,95.852,12.204,68,140,94.367,95
16,743.081,108.209,13.423,68,174,100.447,108
17,406.971,100.927,17.729,57,165,76.970,100
18,345.686,99.995,17.758,47,153,71.633,101
19,704.778,101.816,16.968,58,159,106.822,102
20,469.852,94.327,19.748,51,162,83.842,96
21,677.966,87.184,15.405,45,137,96.659,89
22,549.012,82.008,11.896,48,125,87.893,83
23,732.867,96.724,11.732,65,152,109.905,96
24,615.404,97.166,13.180,65,169,100.681,96
25,642.216,115.086,23.290,59,228,94.001,116
