 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,6186.277,140.689,17.778,72,200,305.847,142
2,2313.765,124.125,17.881,65,181,189.458,125
3,1235.408,83.653,12.652,49,148,144.338,82
4,3418.157,162.086,15.218,103,226,229.533,163
5,1892.164,144.220,15.884,91,208,167.736,144
6,2790.235,94.122,23.322,49,206,209.639,92
7,2447.580,89.148,21.010,34,157,210.606,90
8,2143.277,139.929,16.598,82,189,176.421,141
9,2626.186,68.017,19.759,25,139,196.496,65
10,2845.385,72.826,7.386,51,117,207.195,72
11,3788.248,114.225,15.368,65,180,236.969,114
12,2464.377,138.324,23.420,71,221,200.736,138
13,2732.286,151.976,21.260,85,233,197.154,152
14,1543.350,117.636,12.535,83,195,160.682,117
15,1654.769,131.587,10.972,92,187,164.784,131
16,1801.181,134.763,11.979,103,189,167.322,133
17,1299.796,133.190,19.879,85,187,146.070,134
18,1232.048,131.879,21.677,91,187,146.912,128
19,1490.440,144.417,10.169,107,198,148.035,144
20,2613.309,136.177,9.917,99,166,205.130,137
21,2533.244,150.878,11.268,114,206,185.903,150
22,2795.274,150.101,11.244,99,186,235.143,151
23,1863.890,118.941,10.851,87,179,167.071,119
24,3946.418,99.929,9.663,70,132,271.869,99
25,3293.301,87.819,6.388,67,113,232.606,88
26,3141.569,160.030,18.127,96,227,212.285,160
27,3252.149,147.099,10.614,105,200,261.135,147
28,2266.734,119.892,9.421,88,155,181.739,120
29,3094.258,77.596,4.660,62,94,212.152,78
30,2964.083,86.083,4.759,72,105,200.286,86
31,3102.657,77.897,4.400,65,94,213.659,78
32,4121.665,158.529,11.354,115,216,296.826,158
33,1832.256,117.778,14.445,81,204,157.915,118
34,2518.686,125.938,13.583,85,192,185.889,125
35,2639.624,104.880,13.162,68,167,211.555,105
