 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,666.488,149.037,15.375,98,172,103.810,153
2,368.778,141.209,26.348,57,173,82.160,148
3,875.213,109.896,18.259,59,154,115.354,109
4,448.207,115.808,21.128,58,149,84.416,123
5,420.735,162.194,6.399,141,178,85.793,162
6,365.195,101.000,17.903,57,149,75.296,100
7,511.511,107.326,15.293,72,146,91.143,107
8,510.018,162.187,6.065,140,178,85.765,163
9,352.056,94.771,21.245,50,134,72.628,97
10,292.932,99.549,17.904,54,132,66.609,101
11,445.519,129.954,12.978,98,166,88.373,131
12,731.882,158.698,6.153,134,172,110.046,160
13,281.884,122.787,10.967,95,152,63.454,121
14,462.241,127.360,9.084,100,149,81.660,128
15,583.177,110.264,15.557,67,139,95.622,113
16,498.671,131.456,26.594,52,178,86.436,135
17,373.854,136.320,17.628,82,172,84.405,135
18,504.942,162.316,6.059,140,178,85.705,163
19,424.916,162.079,6.524,138,178,86.527,162
20,464.929,104.131,14.643,71,150,93.210,102
21,473.588,136.602,16.878,91,172,88.144,139
22,590.642,159.269,8.644,121,177,96.598,161
23,441.040,158.795,11.459,103,177,86.435,161
24,451.492,129.966,12.489,99,166,89.832,130
25,343.396,107.130,9.384,83,130,68.128,108
26,712.473,124.367,11.698,93,155,104.255,124
27,499.567,156.523,8.929,130,172,84.275,158
28,299.800,131.281,9.482,102,150,70.025,133
29,855.505,130.137,21.405,65,173,130.289,134
30,474.186,117.094,20.301,58,149,84.769,124
