 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,616.147,103.062,12.817,73,140,97.235,102
2,549.447,135.963,16.789,94,174,97.216,137
3,654.449,100.100,8.161,71,119,95.390,101
4,638.930,132.472,14.827,90,162,106.003,133
5,555.390,99.874,10.918,74,129,87.366,101
6,583.127,99.536,9.748,74,126,96.491,98
7,681.195,86.408,11.997,57,118,116.048,87
8,487.370,101.345,9.537,71,124,86.691,102
9,550.107,133.206,19.727,73,169,89.787,136
10,269.440,119.695,13.096,86,148,67.845,119
11,658.082,126.900,13.324,79,160,112.443,126
12,409.444,82.229,7.183,59,97,79.043,83
13,602.609,86.056,8.349,63,111,91.836,87
14,546.475,86.257,8.176,65,109,108.571,86
15,436.850,87.063,11.627,50,112,84.496,89
16,403.830,92.634,9.595,65,110,78.217,95
17,675.582,103.669,14.522,63,135,108.104,104
18,561.664,129.557,12.684,95,160,98.410,129
19,748.555,122.776,12.978,76,151,125.983,125
20,508.833,100.998,10.989,66,130,94.612,100
21,337.461,88.426,7.783,66,113,68.168,89
22,482.087,114.047,10.355,84,144,85.839,114
23,725.111,84.153,9.355,50,103,104.262,86
24,467.888,75.251,6.660,50,95,81.007,75
25,569.259,89.987,9.606,64,118,97.437,91
26,325.574,78.394,9.942,54,101,72.462,77
27,442.463,84.106,10.113,59,114,86.786,85
28,426.944,101.361,9.687,77,130,86.212,102
29,262.506,120.590,12.437,86,148,70.749,120
30,568.598,133.459,14.761,91,162,107.711,135
