 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,1154.037,118.903,6.995,97,141,128.903,118
2,744.263,126.678,9.047,95,150,102.245,128
3,812.614,138.033,11.197,107,169,108.869,137
4,1003.467,129.834,11.008,101,159,119.319,128
5,1210.170,118.569,7.141,98,141,129.880,118
6,695.724,126.619,9.205,95,150,98.503,128
7,725.442,96.943,6.225,73,110,103.140,98
8,1044.411,79.591,6.231,68,98,121.364,78
9,1024.269,137.649,12.625,100,164,132.037,138
10,611.854,112.949,10.039,87,138,95.180,113
11,774.641,115.085,7.284,95,147,102.381,114
12,965.494,101.945,6.214,80,119,118.854,102
13,807.991,106.887,8.257,86,127,121.789,106
14,1149.414,118.873,7.046,98,141,129.917,118
15,1017.666,130.890,11.015,96,159,121.866,129
16,1056.629,123.789,8.550,103,146,130.670,122
17,1086.346,119.219,8.725,95,141,125.564,120
18,706.290,117.898,8.995,90,141,102.446,119
19,1408.288,114.435,10.693,89,138,145.965,113
20,419.350,102.755,7.816,81,121,76.446,102
21,852.237,102.967,8.428,80,131,112.844,104
22,516.097,98.897,6.489,83,118,88.284,98
23,723.130,107.310,10.266,81,131,98.792,106
24,280.007,125.159,6.479,104,141,65.665,126
25,883.606,137.596,8.231,111,162,113.950,138
26,602.278,113.633,5.644,98,129,90.440,114
27,1216.774,128.551,12.353,91,164,133.774,130
28,490.672,91.500,5.238,74,107,90.180,92
29,1060.921,82.701,5.838,69,96,124.223,83
30,755.490,103.542,6.648,84,119,106.987,104
