 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,362.512,104.892,13.396,67,170,79.196,104
2,403.934,117.164,19.874,59,198,75.463,115
3,494.708,106.214,15.832,56,188,84.311,106
4,395.341,104.702,14.008,66,186,78.124,103
5,356.784,98.089,14.100,58,157,72.410,98
6,491.404,94.144,10.600,65,138,84.692,93
7,862.508,122.524,19.423,65,207,113.104,122
8,634.249,102.862,14.319,57,195,101.268,102
9,594.150,80.819,13.408,45,154,95.840,79
10,629.769,108.147,15.145,66,205,94.796,107
11,438.378,98.638,14.654,61,170,81.478,97
12,533.192,131.304,21.683,64,194,96.826,132
13,790.902,114.194,16.178,63,187,114.826,115
14,705.121,123.239,15.019,78,212,107.878,121
15,642.915,102.388,13.212,54,158,100.959,102
16,779.225,106.569,15.731,46,179,120.772,107
17,606.782,104.832,17.432,60,173,96.101,106
18,618.753,83.021,14.392,42,153,112.246,82
19,872.570,129.021,18.546,78,197,119.064,129
20,867.062,118.748,14.233,74,187,113.248,119
21,1000.433,128.587,16.395,81,194,119.033,128
22,558.530,122.854,14.248,80,185,89.638,123
23,664.948,119.470,15.728,76,195,101.941,118
24,599.291,123.189,18.865,75,200,93.056,121
25,865.373,112.699,15.024,57,197,122.477,112
26,794.941,118.869,15.097,68,190,113.545,119
27,654.886,120.017,13.841,78,181,105.709,119
28,586.805,122.105,14.908,89,192,92.961,120
29,550.819,94.993,10.441,63,133,89.717,94
30,609.499,120.620,12.700,78,189,109.463,119
31,581.958,103.628,14.529,64,159,92.361,103
32,628.007,118.917,17.085,61,189,101.737,119
33,674.202,105.352,16.038,54,181,101.783,105
34,645.119,84.087,15.119,42,160,106.271,83
35,537.379,104.339,18.248,58,201,96.010,103
36,758.808,101.622,15.500,58,167,132.823,101
