 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,585.081,102.606,11.537,73,145,91.693,103
2,411.440,100.443,10.395,76,132,79.300,100
3,308.660,115.509,14.790,81,154,67.929,115
4,406.652,107.699,12.432,76,147,82.395,107
5,323.981,111.988,13.920,78,158,71.827,111
6,469.533,103.159,10.078,79,137,81.952,104
7,432.826,105.277,12.890,77,145,81.661,106
8,459.957,122.747,11.695,89,157,80.782,124
9,486.450,129.171,11.643,87,164,87.206,129
10,403.141,139.166,12.921,97,193,84.803,139
11,457.404,122.607,11.584,93,157,82.156,123
12,714.992,95.150,11.466,73,149,102.900,93
13,252.801,104.552,12.922,72,138,64.850,105
14,549.331,113.190,17.195,77,170,87.445,113
15,376.967,120.506,18.096,82,170,90.554,121
16,375.052,113.279,14.761,78,152,75.653,116
17,713.397,113.736,13.540,76,164,103.320,114
18,443.359,116.707,14.487,82,160,78.694,117
19,431.549,115.768,14.675,76,164,78.538,115
20,249.290,119.310,13.347,81,162,75.385,119
21,199.176,108.739,12.626,79,152,54.178,109
22,575.824,108.064,12.493,78,153,89.529,107
23,396.438,112.559,14.994,76,167,74.280,112
24,482.620,104.241,9.299,80,136,83.913,104
25,426.123,113.142,14.602,77,167,81.910,112
26,253.120,114.994,14.467,82,161,68.563,116
27,365.795,110.031,14.015,80,169,71.983,110
28,363.880,109.710,13.101,76,156,72.076,109
29,398.672,130.642,17.222,95,208,74.753,129
30,426.123,114.115,11.271,86,155,78.284,113
