 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,418.781,160.207,16.021,116,207,76.352,160
2,375.371,160.899,13.431,119,204,73.034,160
3,480.066,155.115,13.930,119,212,84.454,155
4,601.041,160.388,14.499,125,212,93.733,159
5,508.794,163.475,13.004,119,208,86.240,164
6,390.692,167.033,16.902,117,212,76.101,166
7,319.193,164.790,15.565,131,215,67.438,163
8,357.177,164.563,16.744,129,236,69.553,161
9,368.349,154.380,11.211,127,206,73.824,154
10,318.874,160.388,14.204,130,219,72.360,158
11,274.187,152.969,10.183,117,189,63.620,153
12,304.191,150.771,12.091,119,180,65.219,151
13,574.228,145.131,14.211,113,206,92.698,144
14,220.562,147.103,13.467,115,186,57.960,147
15,676.051,148.405,15.319,118,213,98.957,147
16,337.068,149.123,8.000,127,184,70.292,149
17,345.686,153.360,9.691,126,184,72.247,153
18,584.443,141.202,11.218,113,188,94.842,141
19,798.302,144.926,15.935,111,197,107.893,144
20,306.106,140.941,11.398,111,178,69.599,141
21,376.009,157.105,11.300,124,205,73.191,157
22,365.795,156.199,11.297,126,200,78.361,156
23,301.637,160.169,14.406,130,219,69.345,158
24,548.374,162.508,12.401,130,213,89.810,161
25,522.519,154.619,14.748,117,204,86.945,153
