 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,3434.674,103.758,29.956,51,180,228.083,103
2,3237.311,116.719,10.349,77,152,223.484,117
3,2743.764,94.651,7.878,63,116,195.673,95
4,2929.369,120.474,8.761,77,154,201.862,121
5,2573.276,95.131,7.598,67,116,190.725,95
6,3057.305,110.982,10.554,75,147,202.738,113
7,3251.869,166.566,19.984,101,228,209.310,168
8,3435.514,158.733,16.315,96,219,219.484,160
9,3594.244,104.488,10.070,75,138,250.514,105
10,1759.189,145.357,13.642,101,194,161.473,146
11,3618.320,100.323,6.281,69,126,236.885,101
12,5512.724,173.150,18.013,93,236,273.503,173
13,3968.534,104.873,24.603,28,178,241.783,108
14,3153.327,86.902,13.490,55,154,209.791,85
15,3224.434,78.518,15.523,39,134,214.269,77
16,3332.773,102.245,9.810,68,143,228.374,102
17,3234.232,106.752,13.650,65,160,227.863,108
18,2736.206,99.540,15.605,61,169,198.113,100
19,4179.054,121.107,26.408,47,229,244.883,124
20,1835.895,88.585,17.884,46,167,160.404,89
21,4892.080,110.731,13.409,71,180,263.575,110
22,2812.911,122.191,15.856,68,175,195.411,123
23,2896.895,62.523,13.408,30,137,202.419,59
24,3652.193,116.897,15.301,68,185,222.168,117
25,2920.131,117.058,17.637,63,175,201.996,117
26,4640.128,123.243,16.697,64,183,271.521,123
27,3921.223,78.661,13.413,43,136,234.518,78
28,3337.812,93.678,10.651,54,150,213.961,95
29,4819.294,99.863,16.279,26,187,259.959,99
30,4131.183,78.790,13.369,43,131,239.277,78
31,4930.433,125.989,21.278,66,191,284.436,125
32,2966.882,117.438,17.670,63,178,206.286,117
33,5604.266,95.561,24.084,39,168,279.042,96
34,4591.697,123.484,16.738,64,183,266.343,123
35,3396.601,94.083,10.694,54,150,217.835,95
36,2693.374,125.787,16.388,91,183,207.141,122
37,3357.129,135.373,10.895,102,190,223.606,135
38,2693.654,126.270,16.542,91,183,207.579,122
39,4253.800,132.856,17.419,85,204,248.817,132
