 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,522.371,75.107,5.615,56,88,92.451,76
2,784.877,82.854,6.959,64,103,114.229,82
3,720.819,99.029,9.052,77,121,121.212,100
4,658.742,87.330,6.108,67,101,107.834,88
5,386.330,83.668,6.471,60,101,85.371,84
6,455.341,79.552,8.018,61,104,88.936,78
7,468.219,89.301,8.025,68,111,95.384,88
8,516.427,104.469,9.296,79,126,84.646,104
9,238.072,106.312,10.877,78,126,60.303,107
10,689.450,98.101,10.056,76,121,117.445,100
11,767.707,101.670,7.036,76,119,131.498,102
12,466.898,90.541,5.771,72,106,93.416,91
13,309.394,88.662,6.485,34,101,72.745,90
14,555.721,78.938,6.839,60,96,97.639,78
15,575.532,74.819,5.525,56,88,93.637,75
16,590.391,78.734,6.526,59,91,90.036,80
17,800.726,74.675,5.975,56,96,115.808,74
18,882.945,79.818,9.868,53,106,119.251,80
19,405.811,77.483,6.759,59,94,85.724,78
20,479.775,73.845,5.158,58,86,91.506,74
21,502.889,77.224,5.137,59,88,109.077,78
22,731.055,90.006,5.964,71,105,109.604,91
23,352.980,88.262,6.459,34,101,77.408,89
24,298.828,89.926,8.608,73,117,67.861,88
25,332.178,97.662,4.297,84,110,72.678,98
26,435.529,105.810,8.411,82,125,81.730,106
27,456.332,91.056,5.065,72,106,81.179,92
28,468.549,88.631,7.856,67,105,85.690,89
29,715.206,45.814,4.024,37,68,103.576,45
30,1053.657,48.788,5.304,36,70,141.276,48
