 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,402.183,117.149,15.195,76,163,77.667,118
2,381.117,118.574,18.258,70,196,78.925,118
3,211.306,118.813,13.348,81,159,61.675,119
4,361.965,115.265,18.738,74,173,74.620,114
5,192.154,104.578,13.283,73,160,54.598,104
6,305.149,117.168,16.935,73,177,66.433,115
7,309.617,113.093,19.314,72,176,77.162,110
8,199.496,116.595,17.849,77,165,58.494,115
9,318.236,108.342,12.700,76,143,72.157,109
10,252.482,119.088,22.787,72,184,62.013,121
11,361.646,118.282,20.488,74,181,74.864,117
12,288.870,117.981,21.279,71,176,64.025,117
13,337.068,110.414,10.602,83,149,71.731,110
14,244.183,113.562,17.289,77,181,59.460,112
15,332.918,122.489,25.709,74,197,70.608,122
16,222.797,118.844,25.514,72,200,55.378,114
17,231.096,118.731,22.276,77,175,61.643,120
18,212.263,115.101,14.926,82,166,59.471,115
19,336.430,119.854,20.759,75,183,74.216,120
20,442.721,119.322,19.527,75,188,83.814,119
21,217.690,128.405,21.339,79,196,59.930,129
22,303.553,132.536,20.627,78,189,78.229,133
23,341.217,107.859,19.900,68,171,78.729,106
24,281.528,110.353,15.777,71,162,64.347,111
25,299.084,108.912,17.696,67,153,73.646,109
26,349.516,107.205,17.018,65,158,72.948,107
27,116.825,106.672,12.428,80,146,45.706,107
28,354.624,112.948,14.880,73,173,77.001,114
29,313.448,109.630,11.951,78,151,71.005,109
30,179.067,111.116,9.696,87,144,53.847,110
